timestamp,level,state,pos_x,pos_y,left,right
1695170885349,1,0,-1.451,-0.921,1.00,1.00
1695170885363,1,0,-1.493,-0.910,1.00,1.00
1695170885376,1,0,-1.485,-0.932,1.00,1.00
1695170885396,1,0,-1.485,-0.934,1.00,1.00
1695170885411,1,0,-1.442,-0.910,1.00,1.00
1695170885426,1,0,-0.765,-0.901,1.00,1.00
1695170885440,1,0,-0.125,-0.947,1.00,1.00
1695170885455,1,0,-0.130,-0.970,1.00,1.00
1695170885470,1,0,-0.129,-0.972,1.00,1.00
1695170885485,1,0,-0.093,-0.986,1.00,1.00
1695170885499,1,0,-0.091,-1.000,1.00,1.00
1695170885512,1,0,-0.093,-1.012,1.00,1.00
1695170885526,1,0,-0.126,-0.974,1.00,1.00
1695170885541,1,0,-0.093,-0.969,1.00,1.00
1695170885555,1,0,-0.092,-0.970,1.00,1.00
1695170885569,1,0,-0.110,-0.989,1.00,1.00
1695170885583,1,0,-0.116,-1.014,1.00,1.00
1695170885597,1,0,-0.126,-0.977,1.00,1.00
1695170885612,1,0,-0.107,-1.005,1.00,1.00
1695170885626,1,0,-0.115,-1.000,1.00,1.00
1695170885640,1,0,-0.100,-1.010,1.00,1.00
1695170885654,1,0,-0.102,-1.013,1.00,1.00
1695170885668,1,0,-0.309,-0.669,1.00,1.00
1695170885681,1,0,-0.647,-0.273,1.00,1.00
1695170885695,1,0,-0.680,-0.131,1.00,1.00
1695170885709,1,0,-0.692,-0.074,1.00,1.00
1695170885723,1,0,-0.748,-0.045,1.00,1.00
1695170885737,1,0,-0.748,-0.046,1.00,1.00
1695170885751,1,0,-0.639,-0.076,1.00,1.00
1695170885765,1,0,-0.730,-0.082,1.00,1.00
1695170885778,1,0,-0.768,-0.065,1.00,1.00
1695170885792,1,0,-0.699,-0.034,1.00,1.00
1695170885806,1,0,-0.717,-0.043,1.00,1.00
1695170885820,1,0,-0.718,-0.043,1.00,1.00
1695170885834,1,0,-0.718,-0.022,1.00,1.00
1695170885848,1,0,-0.715,-0.015,1.00,1.00
1695170885862,1,0,-0.759,-0.055,1.00,1.00
1695170885876,1,0,-0.780,-0.014,1.00,1.00
1695170885890,1,0,-1.237,-0.010,1.00,1.00
1695170885904,1,0,-1.237,-0.011,1.00,1.00
1695170885917,1,0,-1.743,-0.035,1.00,1.00
1695170885931,1,0,-1.749,0.006,1.00,1.00
1695170885945,1,0,-1.763,-0.018,1.00,1.00
1695170885959,1,0,-1.739,0.019,1.00,1.00
1695170885974,1,0,-1.741,0.030,1.00,1.00
1695170885988,1,0,-1.742,0.028,1.00,1.00
1695170886001,1,0,-1.761,0.035,1.00,1.00
1695170886015,1,0,-1.761,0.035,1.00,1.00
1695170886029,1,0,-1.692,0.132,1.00,1.00
1695170886043,1,0,-1.707,0.057,1.00,1.00
1695170886056,1,0,-1.719,0.097,1.00,1.00
1695170886071,1,0,-1.720,0.098,1.00,1.00
1695170886085,1,0,-1.708,-0.013,1.00,1.00
1695170886098,1,0,-1.670,-0.053,1.00,1.00
1695170886112,1,0,-1.382,-0.714,1.00,0.00
1695170886195,1,0,-1.088,-0.403,1.00,0.00
1695170886209,1,0,-1.025,-0.421,1.00,1.00
1695170886223,1,0,-0.994,-0.159,1.00,1.00
1695170886239,1,0,-0.891,-0.026,1.00,1.00
1695170886251,1,0,-0.890,-0.026,1.00,1.00
1695170886264,1,0,-0.895,-0.079,1.00,1.00
1695170886278,1,0,-0.892,-0.017,1.00,1.00
1695170886292,1,0,-0.823,0.028,1.00,1.00
1695170886307,1,0,-0.859,-0.029,1.00,1.00
1695170886323,1,0,-0.858,-0.029,1.00,1.00
1695170886334,1,0,-0.888,0.029,1.00,1.00
1695170886348,1,0,-0.923,0.036,1.00,1.00
1695170886361,1,0,-0.929,0.049,1.00,1.00
1695170886376,1,0,-0.914,0.019,1.00,1.00
1695170886390,1,0,-0.880,0.020,1.00,1.00
1695170886404,1,0,-0.879,0.020,1.00,1.00
1695170886417,1,0,-0.906,0.022,1.00,1.00
1695170886431,1,0,-0.912,0.001,1.00,1.00
1695170886445,1,0,-0.903,0.005,1.00,1.00
1695170886459,1,0,-0.852,0.021,1.00,1.00
1695170886476,1,0,-0.881,0.020,1.00,1.00
1695170886487,1,0,-0.427,0.035,1.00,1.00
1695170886501,1,0,-0.426,0.036,1.00,1.00
1695170886515,1,0,-0.321,0.057,1.00,1.00
1695170886528,1,0,-0.322,-0.043,1.00,1.00
1695170886543,1,0,-0.309,0.049,1.00,1.00
1695170886556,1,0,-0.309,0.048,1.00,1.00
1695170886570,1,0,-0.348,-0.036,1.00,1.00
1695170886584,1,0,-0.332,0.021,1.00,1.00
1695170886598,1,0,-0.327,-0.046,1.00,1.00
1695170886612,1,0,-0.312,-0.048,1.00,1.00
1695170886625,1,0,-0.269,-0.036,1.00,1.00
1695170886640,1,0,-0.309,-0.005,1.00,1.00
1695170886654,1,0,-0.306,-0.007,1.00,1.00
1695170886667,1,0,-0.245,0.008,1.00,1.00
1695170886681,1,0,-0.261,-0.031,1.00,1.00
1695170886695,1,0,-0.307,-0.044,1.00,1.00
1695170886709,1,0,-0.285,-0.036,1.00,1.00
1695170886724,1,0,-0.315,-0.015,1.00,1.00
1695170886738,1,0,-0.296,-0.035,1.00,1.00
1695170886751,1,0,-0.289,-0.034,1.00,1.00
1695170886765,1,0,-0.305,-0.052,1.00,1.00
1695170886779,1,0,-0.307,-0.045,1.00,1.00
1695170886793,1,0,-0.330,0.009,1.00,1.00
1695170886807,1,0,-0.309,-0.062,1.00,1.00
1695170886821,1,0,-0.305,-0.061,1.00,1.00
1695170886834,1,0,-0.244,-0.033,1.00,1.00
1695170886848,1,0,-0.308,-0.009,1.00,1.00
1695170886862,1,0,-0.344,-0.004,1.00,1.00
1695170886876,1,0,-0.198,-0.021,1.00,1.00
