timestamp,level,state,pos_x,pos_y,left,right
1695170358619,1,0,0.061,-0.332,1.00,1.00
1695170358632,1,0,0.063,-0.330,1.00,1.00
1695170358650,1,0,0.061,-0.335,1.00,1.00
1695170358667,1,0,0.058,-0.339,1.00,1.00
1695170358688,1,0,0.073,-0.314,1.00,1.00
1695170358710,1,0,0.137,-0.244,1.00,1.00
1695170358732,1,0,0.135,-0.241,1.00,1.00
1695170358757,1,0,0.127,-0.249,1.00,1.00
1695170358780,1,0,0.120,-0.259,1.00,1.00
1695170358801,1,0,0.089,-0.292,1.00,1.00
1695170358822,1,0,0.083,-0.299,1.00,1.00
1695170358841,1,0,0.090,-0.295,1.00,1.00
1695170358861,1,0,0.097,-0.291,1.00,1.00
1695170358881,1,0,0.102,-0.277,1.00,1.00
1695170358902,1,0,0.110,-0.278,1.00,1.00
1695170358923,1,0,0.101,-0.270,1.00,1.00
1695170358944,1,0,0.103,-0.276,1.00,1.00
1695170358965,1,0,0.147,-0.231,1.00,1.00
1695170358986,1,0,0.151,-0.226,1.00,1.00
1695170359008,1,0,0.100,-0.206,1.00,1.00
1695170359029,1,0,0.117,0.014,1.00,1.00
1695170359050,1,0,0.037,-0.011,1.00,1.00
1695170359072,1,0,0.090,0.034,1.00,1.00
1695170359091,1,0,0.090,0.060,1.00,1.00
1695170359113,1,0,0.092,0.048,1.00,1.00
1695170359134,1,0,0.050,0.011,1.00,1.00
1695170359155,1,0,0.021,-0.019,1.00,1.00
1695170359175,1,0,0.090,0.054,1.00,1.00
1695170359195,1,0,0.069,0.023,1.00,1.00
1695170359215,1,0,0.052,-0.005,1.00,1.00
1695170359236,1,0,0.059,-0.012,1.00,1.00
1695170359258,1,0,0.046,-0.004,1.00,1.00
1695170359279,1,0,0.051,0.005,1.00,1.00
1695170359301,1,0,0.096,0.043,1.00,1.00
1695170359322,1,0,0.091,0.056,1.00,1.00
1695170359343,1,0,0.153,0.112,1.00,1.00
1695170359364,1,0,-0.015,0.140,1.00,1.00
1695170359385,1,0,-1.312,0.099,1.00,1.00
1695170359407,1,0,-1.526,0.057,1.00,1.00
1695170359428,1,0,-1.379,0.039,1.00,1.00
1695170359450,1,0,-1.383,-0.102,1.00,1.00
1695170359471,1,0,-1.382,-0.090,1.00,1.00
1695170359492,1,0,-1.413,-0.037,1.00,1.00
1695170359513,1,0,-1.493,0.077,1.00,1.00
1695170359534,1,0,-1.387,-0.109,1.00,1.00
1695170359555,1,0,-1.386,-0.102,1.00,1.00
1695170359575,1,0,-1.419,-0.046,1.00,1.00
1695170359596,1,0,-1.419,-0.034,1.00,1.00
1695170359616,1,0,-1.434,-0.015,1.00,1.00
1695170359636,1,0,-1.447,-0.001,1.00,1.00
1695170359656,1,0,-1.454,-0.004,1.00,1.00
1695170359677,1,0,-1.457,-0.001,1.00,1.00
1695170359698,1,0,-1.455,-0.001,1.00,1.00
1695170359719,1,0,-1.457,-0.001,1.00,1.00
1695170359740,1,0,-1.452,-0.009,1.00,1.00
