timestamp,level,state,pos_x,pos_y,left,right
1695089300969,1,0,-1.554,-0.771,1.00,1.00
1695089300986,1,0,-1.625,-0.865,1.00,1.00
1695089301003,1,0,-1.574,-0.818,1.00,1.00
1695089301021,1,0,-1.616,-0.864,1.00,1.00
1695089301039,1,0,-1.556,-0.858,1.00,1.00
1695089301057,1,0,-1.542,-0.868,1.00,1.00
1695089301075,1,0,-1.576,-0.851,1.00,1.00
1695089301095,1,0,-1.595,-0.859,1.00,1.00
1695089301115,1,0,-1.607,-0.879,1.00,1.00
1695089301137,1,0,-1.629,-0.889,1.00,1.00
1695089301159,1,0,-1.780,-0.890,1.00,1.00
1695089301183,1,0,-1.690,-0.910,1.00,1.00
1695089301206,1,0,-1.680,-0.909,1.00,1.00
1695089301228,1,0,-1.676,-0.916,1.00,1.00
1695089301250,1,0,-1.675,-0.910,1.00,1.00
1695089301271,1,0,-1.425,-0.609,1.00,1.00
1695089301292,1,0,-0.970,0.034,1.00,1.00
1695089301313,1,0,-0.880,0.032,1.00,1.00
1695089301333,1,0,-0.881,0.071,1.00,1.00
1695089301353,1,0,-0.871,0.085,1.00,1.00
1695089301373,1,0,-0.861,0.088,1.00,1.00
1695089301393,1,0,-0.862,0.135,1.00,1.00
1695089301413,1,0,-0.853,0.139,1.00,1.00
1695089301432,1,0,-0.846,0.136,1.00,1.00
1695089301452,1,0,-0.857,0.135,1.00,1.00
1695089301471,1,0,-0.875,0.122,1.00,1.00
1695089301492,1,0,-0.847,0.132,1.00,1.00
1695089301511,1,0,-0.854,0.105,1.00,1.00
1695089301531,1,0,-0.872,0.121,1.00,1.00
1695089301551,1,0,-0.871,0.090,1.00,1.00
1695089301572,1,0,-0.860,0.140,1.00,1.00
1695089301592,1,0,-0.863,0.118,1.00,1.00
1695089301613,1,0,-0.855,0.122,1.00,1.00
1695089301633,1,0,-1.013,0.052,1.00,1.00
1695089301654,1,0,-1.387,0.037,1.00,1.00
1695089301673,1,0,-1.588,-0.001,1.00,1.00
1695089301693,1,0,-1.592,0.007,1.00,1.00
1695089301713,1,0,-1.598,0.009,1.00,1.00
1695089301733,1,0,-1.584,-0.022,1.00,1.00
1695089301753,1,0,-1.598,0.001,1.00,1.00
1695089301773,1,0,-1.598,-0.006,1.00,1.00
1695089301793,1,0,-1.630,0.050,1.00,1.00
1695089301813,1,0,-1.640,0.023,1.00,1.00
1695089301834,1,0,-1.641,0.037,1.00,1.00
1695089301854,1,0,-1.640,0.028,1.00,1.00
1695089301876,1,0,-1.641,0.028,1.00,1.00
1695089301896,1,0,-1.637,0.025,1.00,1.00
1695089301917,1,0,-1.642,0.020,1.00,1.00
1695089301937,1,0,-1.681,0.021,1.00,1.00
1695089301957,1,0,-1.634,0.053,1.00,1.00
1695089301977,1,0,-1.596,0.078,1.00,1.00
1695089301997,1,0,-1.624,0.103,1.00,1.00
1695089302017,1,0,-1.556,-0.323,0.00,1.00
1695089302136,1,0,-1.000,-0.101,1.00,1.00
1695089302155,1,0,-1.018,-0.065,1.00,1.00
1695089302174,1,0,-1.000,0.013,1.00,1.00
1695089302192,1,0,-0.964,0.023,1.00,1.00
1695089302211,1,0,-0.980,0.050,1.00,1.00
1695089302230,1,0,-1.003,0.023,1.00,1.00
1695089302249,1,0,-0.946,0.028,1.00,1.00
1695089302268,1,0,-0.970,0.033,1.00,1.00
1695089302288,1,0,-1.019,0.024,1.00,1.00
1695089302306,1,0,-0.999,0.042,1.00,1.00
1695089302325,1,0,-0.977,0.029,1.00,1.00
1695089302344,1,0,-0.945,0.036,1.00,1.00
1695089302363,1,0,-0.988,0.037,1.00,1.00
1695089302382,1,0,-0.973,0.027,1.00,1.00
1695089302400,1,0,-1.007,0.035,1.00,1.00
1695089302419,1,0,-0.995,0.038,1.00,1.00
1695089302438,1,0,-0.980,0.024,1.00,1.00
1695089302456,1,0,-0.992,0.020,1.00,1.00
1695089302475,1,0,-0.997,0.020,1.00,1.00
