timestamp,level,state,pos_x,pos_y,left,right
1695171324438,1,0,-0.757,-0.493,1.00,1.00
1695171324452,1,0,-0.808,-0.504,1.00,1.00
1695171324465,1,0,-0.712,-0.527,1.00,1.00
1695171324479,1,0,-0.713,-0.527,1.00,1.00
1695171324493,1,0,-0.789,-0.508,1.00,1.00
1695171324506,1,0,-0.683,-0.512,1.00,1.00
1695171324520,1,0,-0.282,-0.627,1.00,1.00
1695171324534,1,0,-0.094,-0.534,1.00,1.00
1695171324549,1,0,-0.094,-0.536,1.00,1.00
1695171324562,1,0,-0.143,-0.587,1.00,1.00
1695171324576,1,0,-0.055,-0.579,1.00,1.00
1695171324590,1,0,-0.125,-0.594,1.00,1.00
1695171324604,1,0,-0.153,-0.618,1.00,1.00
1695171324618,1,0,-0.099,-0.518,1.00,1.00
1695171324632,1,0,-0.100,-0.518,1.00,1.00
1695171324646,1,0,-0.134,-0.509,1.00,1.00
1695171324660,1,0,-0.146,-0.447,1.00,1.00
1695171324673,1,0,-0.143,-0.433,1.00,1.00
1695171324687,1,0,-0.154,-0.437,1.00,1.00
1695171324701,1,0,-0.153,-0.445,1.00,1.00
1695171324715,1,0,-0.165,-0.456,1.00,1.00
1695171324730,1,0,-0.166,-0.458,1.00,1.00
1695171324743,1,0,-0.153,-0.477,1.00,1.00
1695171324756,1,0,-0.116,-0.440,1.00,1.00
1695171324770,1,0,-0.150,-0.469,1.00,1.00
1695171324785,1,0,-0.192,-0.489,1.00,1.00
1695171324799,1,0,-0.225,-0.488,1.00,1.00
1695171324813,1,0,-0.795,-0.891,0.00,1.00
1695171325006,1,0,-12.225,1.931,0.00,1.00
1695171325021,1,0,-10.486,-0.705,0.00,1.00
1695171325034,1,0,-12.414,-0.858,1.00,1.00
1695171325048,1,0,-13.417,-0.945,1.00,1.00
1695171325063,1,0,-12.318,-0.937,1.00,1.00
1695171325076,1,0,-11.421,-0.924,1.00,1.00
1695171325090,1,0,-11.119,-0.993,1.00,1.00
